RA,Dec,Magnitude,Bayer,Full Bayer,English Name,Flamsteed
115.05833333333332,38.34444444444445,5.73,-,-,-,-
114.97500000000001,32.00972222222222,6.17,-,-,-,-
114.34166666666668,-34.968611111111116,4.53,-,-,-,-
114.86666666666669,17.674722222222222,5.05,-,-,-,74-Gem
115.3,48.13166666666667,5.56,-,-,-,-
114.17916666666666,-48.83027777777778,5.72,-,-,-,-
114.00416666666666,-55.8875,6.39,-,-,-,-
114.43333333333335,-35.27722222222222,6.6,-,-,-,-
114.825,5.2250000000000005,0.38,α,α-CMi,Procyon,10-CMi
114.57499999999999,-25.364722222222223,4.7,-,-,-,-
114.4375,-38.010555555555555,6.38,-,-,-,-
115.75000000000001,58.71027777777778,4.99,-,-,-,24-Lyn
114.77916666666667,-18.679166666666667,6.72,-,-,-,-
114.70416666666665,-26.801666666666666,4.5,-,-,-,-
114.70416666666665,-26.803611111111113,4.62,-,-,-,-
115.02916666666667,5.230833333333334,6.02,-,-,-,-
115.24166666666666,23.01861111111111,5.89,-,-,-,-
114.6,-39.99138888888889,6.59,-,-,-,-
115.19583333333335,13.770833333333334,6.24,-,-,-,-
114.67916666666666,-36.496944444444445,5.8,-,-,-,-
114.63333333333333,-38.78111111111111,6.19,-,-,-,-
114.85833333333333,-26.863055555555558,6.5,-,-,-,-
114.57499999999999,-48.60111111111111,5.68,-,-,-,-
115.14583333333334,-8.185833333333333,6.01,-,-,-,-
115.09583333333333,-15.26361111111111,4.94,-,-,-,-
115.05416666666667,-19.660833333333333,5.93,-,-,-,-
114.86250000000001,-38.30833333333333,4.84,-,-,-,-
115.67916666666667,34.000277777777775,6.02,-,-,-,-
114.92916666666667,-38.13944444444444,5.73,-,-,-,-
114.94583333333335,-38.26083333333333,5.76,-,-,-,-
115.4625,13.480555555555556,5.77,-,-,-,-
115.39583333333334,3.624722222222222,5.94,-,-,-,-
115.51250000000002,14.208333333333332,5.56,-,-,-,-
114.99166666666666,-37.57944444444445,6.0,-,-,-,-
116.01666666666667,50.43388888888889,5.27,-,-,-,-
115.30833333333332,-9.551111111111112,3.93,α,α-Mon,-,26-Mon
114.75000000000001,-53.27333333333333,6.06,-,-,-,-
115.17916666666667,-27.945833333333333,6.76,-,-,-,-
115.825,28.88361111111111,4.28,σ,σ-Gem,-,75-Gem
115.21666666666665,-31.660833333333333,6.56,-,-,-,-
116.66666666666667,65.45583333333333,5.92,-,-,-,51-Cam
115.34583333333333,-22.33722222222222,6.18,-,-,-,-
116.6125,62.830555555555556,6.49,-,-,-,49-Cam
115.84166666666668,22.399444444444445,6.21,-,-,-,-
113.83749999999999,-74.27555555555556,7.16,-,-,-,-
113.83749999999999,-74.27555555555556,7.26,-,-,-,-
115.3125,-38.53361111111111,5.42,-,-,-,-
115.77083333333334,0.18944444444444444,6.19,-,-,-,-
116.025,25.784166666666668,5.31,-,-,-,76-Gem
115.3375,-44.632222222222225,6.41,-,-,-,-
116.10833333333333,24.398055555555555,3.57,κ,κ-Gem,-,77-Gem
115.49166666666666,-38.528888888888886,6.54,-,-,-,-
116.05833333333332,12.859444444444444,6.43,-,-,-,-
115.7,-26.351111111111113,5.64,-,-,-,-
116.02916666666667,2.405,6.47,-,-,-,-
116.325,28.02611111111111,1.14,β,β-Gem,Pollux,78-Gem
116.28750000000001,20.31638888888889,6.33,-,-,-,79-Gem
115.9125,-25.503888888888888,6.55,-,-,-,-
115.88333333333334,-28.41111111111111,4.59,-,-,-,1-Pup
115.8,-36.05027777777777,5.6,-,-,-,-
115.77916666666667,-38.86416666666667,6.89,-,-,-,-
115.95,-28.954722222222223,3.96,-,-,-,3-Pup
119.07083333333334,80.26555555555555,6.56,-,-,-,-
115.73750000000001,-45.17333333333333,5.06,-,-,-,-
116.6625,37.5175,5.18,-,-,-,-
114.01666666666667,-77.63416666666667,6.18,-,-,-,-
115.925,-38.20194444444445,6.4,-,-,-,-
115.92083333333335,-40.93388888888889,5.17,-,-,-,-
116.52916666666667,18.51,4.88,-,-,-,81-Gem
116.14166666666667,-24.67388888888889,5.62,-,-,-,-
115.775,-49.99277777777778,6.57,-,-,-,-
115.54166666666667,-58.630833333333335,6.43,-,-,-,-
116.03750000000001,-36.062777777777775,5.8,-,-,-,-
116.56666666666666,10.768333333333334,5.3,-,-,-,11-CMi
116.36666666666667,-14.686111111111112,6.89,-,-,-,2-Pup
116.37083333333334,-14.690833333333334,6.07,-,-,-,2-Pup
116.14166666666667,-37.94305555555555,5.88,-,-,-,-
115.72083333333333,-58.230000000000004,6.21,-,-,-,-
116.875,33.41555555555556,5.14,π,π-Gem,-,80-Gem
116.50833333333334,-6.7725,5.49,-,-,-,-
116.48333333333333,-14.56388888888889,5.04,-,-,-,4-Pup
116.26666666666667,-37.88777777777778,6.54,-,-,-,-
116.3125,-37.968611111111116,3.61,-,-,-,-
116.39583333333334,-34.17305555555555,5.37,-,-,-,-
116.68333333333334,-12.675277777777778,6.39,-,-,-,-
116.325,-43.75222222222222,6.03,-,-,-,-
117.13749999999999,23.141111111111112,6.18,-,-,-,82-Gem
116.54166666666667,-37.93388888888889,5.88,-,-,-,-
116.8,-22.51972222222222,5.9,-,-,-,-
115.45416666666668,-72.6061111111111,3.95,ζ,ζ-Vol,-,-
116.63749999999999,-40.05972222222222,6.57,-,-,-,-
116.90833333333333,-15.990833333333333,6.34,-,-,-,-
116.9375,-16.014444444444443,6.43,-,-,-,-
117.77083333333333,54.12916666666667,6.02,-,-,-,-
116.98333333333333,-12.193055555555556,5.48,-,-,-,5-Pup
117.25833333333333,13.370833333333334,6.04,-,-,-,-
116.39583333333334,-56.722500000000004,6.12,-,-,-,-
116.77083333333333,-39.331388888888895,6.31,-,-,-,-
117.24166666666666,4.332777777777777,6.53,-,-,-,-
117.02083333333333,-25.93722222222222,4.5,ο,ο-Pup,-,-
116.85416666666667,-38.51111111111111,5.08,-,-,-,-
116.17916666666667,-66.07194444444444,6.38,-,-,-,-
116.87916666666666,-46.60861111111111,5.23,-,-,-,-
116.05416666666667,-69.82138888888889,6.18,-,-,-,-
118.15,55.20944444444445,6.38,-,-,-,-
117.75833333333333,33.23361111111111,6.03,-,-,-,-
117.03333333333333,-40.65222222222222,6.14,-,-,-,-
117.36666666666667,-13.353333333333333,6.23,-,-,-,-
117.25416666666666,-24.91222222222222,5.33,-,-,-,-
117.42083333333333,-17.22833333333333,5.18,-,-,-,6-Pup
117.32083333333333,-24.859722222222224,3.34,ξ,ξ-Pup,-,7-Pup
117.08333333333333,-47.07777777777778,4.71,-,-,-,-
117.54166666666666,-9.183333333333334,5.61,-,-,-,-
117.43749999999999,-20.206944444444442,6.56,-,-,-,-
117.30833333333332,-35.24333333333333,5.93,-,-,-,-
117.69583333333334,3.277222222222222,6.18,-,-,-,-
117.52083333333333,-19.52361111111111,6.12,-,-,-,-
117.39583333333333,-33.288888888888884,5.6,-,-,-,-
117.98333333333332,19.325277777777778,5.99,-,-,-,-
117.72916666666666,-11.12861111111111,6.16,-,-,-,-
117.30833333333332,-46.373333333333335,4.11,-,-,-,-
117.07916666666667,-56.471111111111114,6.33,-,-,-,-
117.36666666666667,-44.75194444444445,6.32,-,-,-,-
117.3,-46.85777777777778,5.84,-,-,-,-
117.92499999999998,1.7669444444444444,5.14,ζ,ζ-CMi,-,13-CMi
117.75,-24.528333333333332,6.45,-,-,-,-
118.02916666666668,3.277222222222222,6.31,-,-,-,-
117.275,-56.410555555555554,5.59,-,-,-,-
117.91666666666666,-12.819444444444445,6.36,-,-,-,8-Pup
117.94166666666666,-13.898055555555555,5.17,-,-,-,9-Pup
118.62083333333334,47.38611111111111,6.25,-,-,-,25-Lyn
118.67500000000001,47.56472222222222,5.45,-,-,-,26-Lyn
118.37083333333332,26.765833333333333,4.97,φ,φ-Gem,-,83-Gem
117.92499999999998,-21.17388888888889,5.63,-,-,-,-
117.67499999999998,-44.57972222222222,6.45,-,-,-,-
117.3,-60.28361111111111,5.78,-,-,-,-
117.59583333333332,-50.50972222222222,5.91,-,-,-,-
118.19583333333334,-5.428055555555556,5.76,-,-,-,-
118.07500000000002,-14.846388888888889,5.69,-,-,-,10-Pup
117.83333333333331,-43.095555555555556,6.32,-,-,-,-
120.04583333333332,73.91805555555555,5.41,-,-,-,-
117.475,-60.051111111111105,6.72,-,-,-,-
119.10833333333333,56.504444444444445,6.72,-,-,-,-
117.91666666666666,-42.888333333333335,6.04,-,-,-,-
118.06250000000001,-34.70527777777778,5.01,-,-,-,-
118.05416666666666,-40.575833333333335,3.73,-,-,-,-
117.42083333333333,-66.19583333333334,5.79,-,-,-,-
121.19583333333333,79.47972222222222,5.42,-,-,-,-
118.91666666666667,35.41277777777778,6.23,-,-,-,-
118.15833333333333,-38.863055555555555,4.49,-,-,-,-
118.2625,-36.36388888888889,5.43,-,-,-,-
118.91250000000001,19.883888888888887,5.35,-,-,-,85-Gem
118.87916666666668,8.862777777777778,5.86,-,-,-,-
118.12083333333335,-54.367222222222225,5.7,-,-,-,-
118.2625,-49.613055555555555,4.63,-,-,-,-
118.32499999999999,-48.10305555555556,4.24,-,-,-,-
118.54583333333333,-35.8775,5.49,-,-,-,-
118.66250000000001,-34.846944444444446,6.15,-,-,-,-
119.09583333333333,4.485833333333334,6.17,-,-,-,-
119.56666666666666,43.9775,6.34,-,-,-,-
119.24583333333334,15.790277777777778,5.78,-,-,-,1-Cnc
118.80416666666666,-30.9175,6.44,-,-,-,-
119.3125,8.641388888888889,6.05,-,-,-,-
119.31666666666666,1.1269444444444445,6.35,-,-,-,-
119.09166666666667,-30.28527777777778,6.33,-,-,-,-
118.75,-52.58305555555556,6.38,-,-,-,-
118.94166666666668,-43.845,6.02,-,-,-,-
119.2125,-22.88,4.2,-,-,-,11-Pup
119.52083333333334,7.213611111111112,6.41,-,-,-,-
119.62916666666666,16.51861111111111,5.99,-,-,-,-
118.72083333333335,-57.30305555555555,5.63,-,-,-,-
120.33333333333336,59.0475,5.77,-,-,-,-
119.10000000000001,-40.73638888888889,6.78,-,-,-,-
124.22083333333335,84.05777777777777,6.49,-,-,-,-
120.42500000000003,60.324444444444445,6.01,-,-,-,53-Cam
119.58333333333333,2.2247222222222223,5.29,-,-,-,14-CMi
119.2375,-42.40611111111111,6.09,-,-,-,-
120.62499999999999,63.09027777777778,6.4,-,-,-,-
119.41666666666667,-30.334722222222222,4.79,-,-,-,-
119.2375,-43.500277777777775,5.35,-,-,-,-
119.89583333333333,13.242222222222221,6.02,-,-,-,-
119.325,-44.109722222222224,5.09,-,-,-,-
119.19166666666668,-52.98222222222223,3.47,χ,χ-Car,-,-
119.33333333333334,-47.890277777777776,6.22,-,-,-,-
120.64583333333334,57.27361111111111,6.49,-,-,-,-
119.075,-60.52638888888889,5.74,-,-,-,-
119.4625,-45.57777777777778,5.17,-,-,-,-
119.93333333333332,-3.679722222222222,4.93,-,-,-,27-Mon
119.77083333333334,-23.310555555555556,5.11,-,-,-,12-Pup
120.22916666666666,25.392777777777777,5.83,ω¹,ω¹-Cnc,-,2-Cnc
120.2,19.816111111111113,6.25,-,-,-,-
119.20833333333334,-59.12638888888889,6.25,-,-,-,-
120.25000000000001,23.583055555555557,6.34,-,-,-,-
120.19583333333333,17.308611111111112,5.55,-,-,-,3-Cnc
119.55833333333334,-49.245,4.41,-,-,-,-
120.47916666666669,35.41305555555555,6.34,-,-,-,-
119.96666666666667,-18.399166666666666,4.61,-,-,-,-
120.42916666666667,25.08972222222222,6.31,ω²,ω²-Cnc,-,4-Cnc
119.5875,-51.448611111111106,6.44,-,-,-,-
120.37500000000001,16.455277777777777,5.99,-,-,-,5-Cnc
120.18333333333332,-2.881666666666667,6.51,-,-,-,-
120.30416666666667,4.879722222222223,5.65,-,-,-,-
119.75416666666666,-45.21611111111111,5.99,-,-,-,-
119.44166666666668,-60.30333333333333,5.6,-,-,-,-
119.3,-63.29694444444444,6.14,-,-,-,-
119.86666666666666,-39.29722222222222,5.24,-,-,-,-
120.30416666666667,-1.3925,4.68,-,-,-,28-Mon
119.8,-49.97666666666667,6.32,-,-,-,-
119.80416666666666,-49.97361111111111,6.34,-,-,-,-
120.45833333333336,8.91388888888889,6.22,-,-,-,-
120.5625,2.3344444444444448,4.39,-,-,-,-
120.07916666666667,-45.456944444444446,6.61,-,-,-,-
119.70833333333333,-60.824444444444445,5.81,-,-,-,-
120.05833333333335,-48.981388888888894,6.02,-,-,-,-
120.87916666666669,27.79416666666667,4.94,χ,χ-Gem,-,-
120.60833333333332,-6.337222222222222,6.33,-,-,-,-
120.11666666666666,-48.87138888888889,6.12,-,-,-,-
119.91666666666667,-60.2075,6.33,-,-,-,-
119.90416666666667,-60.58694444444445,5.17,-,-,-,-
120.4041666666667,-37.28361111111111,5.95,-,-,-,-
120.52499999999999,-37.050555555555555,6.34,-,-,-,-
120.20416666666665,-54.15138888888889,5.87,-,-,-,-
120.34166666666665,-54.515,6.1,-,-,-,-
121.18749999999999,18.842222222222222,6.15,-,-,-,-
120.08333333333336,-63.5675,4.82,-,-,-,-
120.76666666666668,-32.46388888888889,5.82,-,-,-,-
120.37916666666669,-55.455000000000005,6.28,-,-,-,-
120.68333333333332,-41.309999999999995,5.52,-,-,-,-
121.26666666666668,13.118055555555555,5.12,-,-,-,8-Cnc
121.40416666666668,27.529722222222222,6.21,-,-,-,-
120.89583333333336,-40.00333333333333,2.25,ζ,ζ-Pup,Naos,-
120.87083333333335,-42.948611111111106,6.29,-,-,-,-
121.7875,43.26027777777778,6.26,-,-,-,28-Lyn
121.17083333333332,-19.728055555555553,6.13,-,-,-,14-Pup
121.575,22.635555555555555,5.99,μ¹,μ¹-Cnc,-,9-Cnc
121.06666666666668,-32.675,5.31,-,-,-,-
119.81666666666666,-73.24472222222222,6.34,-,-,-,-
121.45416666666668,-0.5736111111111111,6.41,-,-,-,-
122.1125,51.50666666666667,4.84,-,-,-,27-Lyn
121.61250000000001,-9.245,6.23,-,-,-,-
122.51249999999999,58.24805555555556,5.93,-,-,-,-
121.9375,21.581666666666667,5.3,μ²,μ²-Cnc,-,10-Cnc
121.43333333333334,-33.56916666666667,6.14,-,-,-,-
121.175,-50.59055555555556,5.95,-,-,-,-
121.33333333333334,-46.97888888888889,6.19,-,-,-,-
121.26666666666668,-53.10805555555556,5.53,-,-,-,-
122.34583333333335,42.43055555555555,6.27,-,-,-,-
123.19999999999999,68.47416666666666,5.32,-,-,-,-
121.82500000000002,-20.554722222222225,5.38,-,-,-,-
122.175,13.640833333333333,6.27,-,-,-,12-Cnc
121.88333333333334,-24.304166666666667,2.81,ρ,ρ-Pup,-,15-Pup
121.175,-62.836111111111116,6.3,-,-,-,-
121.66666666666667,-45.26638888888889,5.05,-,-,-,-
122.14583333333334,-2.983888888888889,4.34,ζ,ζ-Mon,-,29-Mon
122.23333333333333,-11.339722222222223,6.32,-,-,-,-
122.17916666666665,-20.363055555555558,6.36,-,-,-,-
122.6125,25.50722222222222,5.73,ψ,ψ-Cnc,-,14-Cnc
122.25416666666666,-19.245,4.4,-,-,-,16-Pup
122.83749999999999,38.731388888888894,6.58,-,-,-,-
122.36666666666666,-16.24888888888889,5.68,-,-,-,-
122.15416666666667,-37.68138888888889,6.37,-,-,-,-
122.275,-30.322499999999998,6.65,-,-,-,-
126.13333333333334,82.43083333333334,6.32,-,-,-,-
122.74166666666667,14.629444444444445,6.23,-,-,-,-
122.29166666666669,-35.455000000000005,6.2,-,-,-,-
123.45833333333334,56.452222222222225,5.85,-,-,-,-
122.81666666666669,9.821111111111112,6.07,-,-,-,-
122.66250000000001,-13.799166666666666,5.54,-,-,-,18-Pup
122.2875,-48.68444444444444,5.7,-,-,-,-
122.39583333333336,-44.12277777777778,5.21,-,-,-,-
122.44583333333333,-42.64055555555556,6.26,-,-,-,-
122.37083333333335,-47.34583333333334,4.27,γ¹,γ¹-Vel,-,-
122.38333333333333,-47.336666666666666,1.78,γ²,γ²-Vel,-,-
123.05,17.647777777777776,5.63,ζ¹,ζ¹-Cnc,-,16-Cnc
123.05,17.647777777777776,6.02,ζ¹,ζ¹-Cnc,-,16-Cnc
123.05416666666665,17.647777777777776,6.2,ζ²,ζ²-Cnc,-,16-Cnc
122.81666666666669,-12.926944444444445,4.72,-,-,-,19-Pup
122.8875,-7.7725,5.36,-,-,-,-
122.42916666666666,-47.9375,5.23,-,-,-,-
123.09166666666665,14.00388888888889,6.54,-,-,-,-
123.28333333333333,29.656666666666666,5.64,-,-,-,15-Cnc
124.88333333333333,75.75694444444444,5.54,-,-,-,-
122.09999999999998,-63.801111111111105,6.28,-,-,-,-
122.3875,-56.08555555555556,5.66,-,-,-,-
122.75416666666666,-37.29222222222222,6.44,-,-,-,-
122.25,-61.302499999999995,4.76,-,-,-,-
123.95833333333334,60.38055555555555,6.45,-,-,-,-
123.24583333333332,16.514166666666668,6.01,-,-,-,-
121.97916666666667,-68.61722222222221,4.35,ε,ε-Vol,-,-
123.42083333333332,23.137777777777778,6.56,-,-,-,-
122.83749999999999,-39.618611111111115,4.45,-,-,-,-
122.85416666666667,-42.98722222222222,4.75,-,-,-,-
122.79583333333333,-48.46194444444445,5.82,-,-,-,-
123.54583333333332,17.675833333333333,6.47,-,-,-,-
123.33333333333334,-15.788333333333334,4.99,-,-,-,20-Pup
123.19166666666666,-29.910833333333333,6.52,-,-,-,-
123.58749999999999,13.048333333333334,6.38,-,-,-,-
122.99999999999999,-46.64416666666666,5.76,-,-,-,-
123.21249999999998,-37.92444444444444,6.43,-,-,-,-
123.12499999999999,-46.26416666666667,6.03,-,-,-,-
124.45833333333334,59.571111111111115,5.64,-,-,-,29-Lyn
125.16666666666667,72.40722222222223,5.98,-,-,-,-
123.37083333333335,-35.89972222222222,4.78,-,-,-,-
123.42083333333332,-33.56916666666667,6.37,-,-,-,-
123.54583333333332,-32.14083333333333,6.06,-,-,-,-
123.49166666666667,-36.322500000000005,5.08,-,-,-,-
123.49166666666667,-36.34111111111111,6.11,-,-,-,-
123.55416666666665,-35.49055555555556,5.78,-,-,-,-
123.50833333333333,-40.34805555555556,4.44,-,-,-,-
123.4,-46.99194444444444,5.13,-,-,-,-
124.82083333333334,62.507222222222225,5.71,-,-,-,-
124.5625,54.14361111111111,6.27,-,-,-,-
123.39166666666665,-50.19611111111111,5.51,-,-,-,-
124.13750000000002,11.72638888888889,7.13,-,-,-,-
124.125,9.185555555555556,3.52,β,β-Cnc,-,17-Cnc
123.59583333333332,-45.83444444444444,5.83,-,-,-,-
123.96666666666667,-30.925833333333333,6.21,-,-,-,-
124.37916666666668,8.866111111111111,6.29,-,-,-,-
123.99166666666667,-35.90277777777778,6.16,-,-,-,-
125.10833333333333,57.74333333333333,5.89,-,-,-,30-Lyn
124.22500000000001,-21.32027777777778,6.6,-,-,-,-
123.84583333333335,-50.44944444444444,6.44,-,-,-,-
124.34583333333335,-16.285,6.16,-,-,-,21-Pup
125.12083333333334,53.574444444444445,6.49,-,-,-,-
124.59583333333335,-12.631944444444445,5.98,-,-,-,-
123.81249999999999,-62.91583333333333,5.16,-,-,-,-
124.49166666666667,-30.003333333333334,6.45,-,-,-,-
125.0125,27.217777777777776,5.14,χ,χ-Cnc,-,18-Cnc
125.68333333333335,60.63111111111111,6.41,-,-,-,-
125.0875,20.747777777777777,5.83,-,-,-,-
124.81249999999999,-10.165833333333333,6.32,-,-,-,-
124.57083333333334,-35.45166666666667,5.58,-,-,-,-
124.55000000000003,-37.37416666666667,6.7,-,-,-,-
125.13333333333334,24.022222222222222,5.98,λ,λ-Cnc,-,19-Cnc
124.95416666666667,3.947777777777778,6.05,-,-,-,-
124.63750000000002,-36.659444444444446,4.45,-,-,-,-
125.05416666666667,-0.9094444444444445,6.18,-,-,-,-
125.07083333333334,-5.329166666666667,6.13,-,-,-,-
124.87083333333334,-34.59027777777778,6.43,-,-,-,-
124.47916666666667,-59.16694444444444,6.42,-,-,-,-
125.70833333333336,43.18805555555555,4.25,-,-,-,31-Lyn
125.11250000000001,-22.924722222222222,6.13,-,-,-,-
125.95,53.219722222222224,5.51,-,-,-,-
125.33333333333333,-1.6022222222222222,6.5,-,-,-,-
125.33749999999999,-20.079166666666666,5.58,-,-,-,-
124.57500000000003,-65.61333333333333,5.07,-,-,-,-
125.47500000000001,-17.586388888888887,5.75,-,-,-,-
125.34583333333333,-33.05444444444444,4.83,-,-,-,-
125.33749999999999,-36.48444444444444,5.2,-,-,-,-
125.83749999999999,18.33222222222222,5.95,-,-,-,20-Cnc
125.625,-6.179166666666667,6.15,-,-,-,-
125.35,-39.62083333333334,6.16,-,-,-,-
126.175,42.005,6.02,-,-,-,-
125.72500000000001,-7.543333333333333,5.96,-,-,-,-
125.69166666666668,-13.054722222222223,6.11,-,-,-,22-Pup
125.97916666666666,10.631944444444445,6.08,-,-,-,21-Cnc
125.70416666666667,-26.348055555555554,5.9,-,-,-,-
126.26666666666667,35.01138888888889,6.06,-,-,-,-
125.3,-57.973055555555554,5.97,-,-,-,-
125.62916666666669,-48.49027777777778,4.82,-,-,-,-
126.14999999999999,-4.716944444444445,6.01,-,-,-,-
125.82083333333333,-38.28583333333333,6.32,-,-,-,-
126.14583333333334,-3.7511111111111113,5.61,-,-,-,1-Hya
125.27916666666665,-64.1061111111111,6.12,-,-,-,-
126.45416666666665,17.046111111111113,6.14,-,-,-,25-Cnc
125.72916666666666,-52.12388888888889,5.85,-,-,-,-
124.95416666666667,-71.515,5.37,κ¹,κ¹-Vol,-,-
125.00000000000001,-71.50527777777778,5.65,κ²,κ²-Vol,-,-
127.44166666666665,67.2975,5.88,-,-,-,-
126.61250000000001,27.89361111111111,5.57,φ¹,φ¹-Cnc,-,22-Cnc
126.39583333333334,2.102222222222222,5.73,-,-,-,-
126.47500000000001,7.564444444444444,5.13,-,-,-,-
125.625,-59.50972222222222,1.86,ε,ε-Car,Avior,-
126.22916666666666,-23.15361111111111,5.68,-,-,-,-
126.89999999999999,45.653055555555554,6.32,-,-,-,-
126.69166666666668,26.934444444444445,6.32,φ²,φ²-Cnc,-,23-Cnc
126.69583333333333,26.935277777777777,6.3,φ²,φ²-Cnc,-,23-Cnc
126.66250000000002,24.534166666666668,7.02,-,-,-,24-Cnc
126.66666666666667,24.53527777777778,7.81,-,-,-,24-Cnc
126.4125,-3.906388888888889,3.9,-,-,-,-
126.26249999999997,-24.046111111111113,5.28,-,-,-,-
126.32916666666665,-21.045833333333334,6.01,-,-,-,-
126.4125,-17.439444444444444,6.44,-,-,-,-
124.62916666666669,-76.91972222222223,4.07,α,α-Cha,-,-
126.67916666666665,12.654444444444445,5.5,-,-,-,27-Cnc
126.47916666666666,-14.929722222222221,5.98,-,-,-,-
126.61250000000001,-3.9875000000000003,5.59,-,-,-,2-Hya
126.23750000000001,-42.769444444444446,5.98,-,-,-,-
127.5625,60.71805555555556,3.36,ο,ο-UMa,-,1-UMa
126.67083333333332,-12.534444444444444,5.54,-,-,-,-
126.82083333333333,-6.409722222222222,6.59,-,-,-,-
126.46249999999998,-42.15333333333333,5.47,-,-,-,-
126.57083333333333,-39.059444444444445,6.53,-,-,-,-
126.57500000000002,-39.06027777777778,7.25,-,-,-,-
127.14999999999999,24.14472222222222,6.1,-,-,-,28-Cnc
126.37916666666666,-51.72805555555556,5.17,-,-,-,-
126.70833333333334,-29.21527777777778,6.73,-,-,-,-
128.22083333333333,69.32,6.31,-,-,-,-
127.15416666666668,14.210833333333333,5.95,-,-,-,29-Cnc
125.51666666666667,-73.4,5.29,η,η-Vol,-,-
126.88749999999999,-20.843888888888888,6.56,-,-,-,-
126.81666666666668,-31.673055555555557,6.33,-,-,-,-
127.12083333333334,-2.5172222222222222,6.39,-,-,-,-
127.07916666666668,-8.816111111111113,6.43,-,-,-,-
126.97083333333332,-26.1325,6.62,-,-,-,-
125.15833333333335,-77.48444444444445,4.35,θ,θ-Cha,-,-
126.60416666666669,-52.8075,6.05,-,-,-,-
127.20833333333334,-9.748333333333333,6.0,-,-,-,-
126.99583333333331,-35.11388888888889,5.75,-,-,-,-
127.14583333333334,-23.071666666666665,6.51,-,-,-,-
127.22083333333333,-20.950277777777778,6.67,-,-,-,-
126.46249999999998,-64.60083333333333,5.97,-,-,-,-
126.43333333333332,-66.13694444444445,3.77,β,β-Vol,-,-
127.82916666666667,37.26583333333333,6.18,-,-,-,-
126.86249999999998,-55.01166666666666,6.53,-,-,-,-
126.89999999999999,-53.08861111111111,5.09,-,-,-,-
128.13750000000002,53.11472222222223,6.24,-,-,-,-
129.2,74.72361111111111,6.31,-,-,-,-
127.36249999999998,-27.3325,6.7,-,-,-,-
128.64999999999998,65.14500000000001,5.47,-,-,-,2-UMa
127.875,24.08111111111111,5.75,υ¹,υ¹-Cnc,-,30-Cnc
127.27916666666664,-44.160555555555554,5.79,-,-,-,-
127.89583333333336,18.094444444444445,5.35,θ,θ-Cnc,-,31-Cnc
127.26666666666667,-47.92916666666667,5.33,-,-,-,-
127.36249999999998,-44.725,4.99,-,-,-,-
128.22916666666666,38.01638888888889,5.9,-,-,-,-
127.97500000000002,9.814444444444446,6.83,-,-,-,-
127.61666666666666,-32.159444444444446,5.65,-,-,-,-
